,total_sqft,bath,balcony,price,location_encode,size_encode
591,1600.0,2.0,0.0,115.0,1,329
592,416.0,1.0,1.0,18.5,6,538
593,1100.0,2.0,2.0,98.0,20,5199
594,1430.0,2.0,1.0,65.0,53,4309
595,1260.0,2.0,2.0,45.0,2,5199
596,1630.0,3.0,2.0,85.0,5,4309
597,1249.0,3.0,2.0,44.71,399,4309
598,1450.0,2.0,3.0,85.0,33,4309
599,2791.0,3.0,1.0,223.0,13,4309
600,600.0,1.0,0.0,90.0,3,538
601,834.0,1.0,1.0,60.0,3,538
602,1125.0,4.0,1.0,70.0,4,547
603,2060.0,3.0,2.0,140.0,17,4309
604,12000.0,7.0,3.0,2200.0,58,17
605,891.0,2.0,1.0,25.0,48,5199
606,1133.0,2.0,1.0,49.07,171,5199
607,1075.0,2.0,1.0,37.0,51,4309
608,3000.0,5.0,2.0,260.0,4,591
609,2440.0,5.0,2.0,425.0,47,826
610,1200.0,2.0,2.0,55.0,43,5199
611,1075.0,2.0,2.0,45.8,234,5199
612,1140.0,2.0,2.0,40.0,64,5199
613,940.0,4.0,2.0,150.0,26,297
614,2160.0,5.0,1.0,250.0,6,191
615,1090.0,2.0,1.0,42.0,171,5199
616,1500.0,4.0,1.0,70.0,36,826
617,4104.0,4.0,2.0,360.0,540,591
618,1790.0,3.0,3.0,100.0,540,4309
619,1920.0,3.0,2.0,134.0,177,4309
620,1374.0,2.0,2.0,95.0,19,5199
621,1445.0,3.0,2.0,95.0,152,4309
622,711.0,1.0,1.0,36.0,42,538
623,1500.0,3.0,3.0,95.0,33,4309
624,1720.0,3.0,3.0,100.0,540,4309
625,1400.0,3.0,2.0,60.0,12,4309
626,1030.0,2.0,2.0,49.0,47,5199
627,1200.0,2.0,1.0,85.0,50,5199
628,1375.0,3.0,2.0,70.0,1,4309
629,1050.0,1.0,3.0,56.0,49,329
630,2250.0,3.0,2.0,160.0,52,4309
631,1000.0,2.0,2.0,50.0,96,5199
632,469.0,1.0,0.0,25.0,8,538
633,3800.0,4.0,3.0,250.0,175,591
634,883.0,2.0,1.0,29.0,24,5199
635,1820.0,2.0,3.0,86.0,12,4309
636,1440.0,2.0,3.0,65.0,27,4309
637,3600.0,4.0,1.0,160.0,1,30
638,2500.0,5.0,2.0,325.0,58,591
639,1225.0,2.0,2.0,48.0,31,5199
640,4000.0,3.0,1.0,660.0,1,547
641,875.0,2.0,3.0,52.8,30,5199
642,750.0,1.0,2.0,40.0,14,538
643,1180.0,2.0,3.0,80.0,23,5199
644,1194.0,2.0,2.0,47.0,142,5199
645,1500.0,2.0,2.0,62.0,152,4309
646,1160.0,2.0,2.0,52.2,4,5199
647,4125.0,9.0,3.0,265.0,17,46
648,2378.0,3.0,1.0,262.0,36,4309
649,1128.0,2.0,1.0,60.0,82,5199
650,1500.0,3.0,1.0,150.0,177,4309
651,1220.0,2.0,1.0,35.23,8,4309
652,1210.0,2.0,2.0,58.0,399,5199
653,1100.0,2.0,1.0,58.0,273,4309
654,1200.0,3.0,2.0,46.0,37,4309
655,3385.0,5.0,3.0,260.0,142,591
656,1641.0,3.0,2.0,66.0,5,4309
657,1200.0,2.0,1.0,45.0,42,5199
658,1260.0,2.0,1.0,67.39,171,5199
659,1720.0,3.0,3.0,78.0,31,4309
660,1120.0,2.0,0.0,48.13,213,5199
661,1210.0,2.0,1.0,45.98,213,5199
662,2200.0,4.0,2.0,200.0,44,826
663,1075.0,2.0,1.0,45.0,51,4309
664,1702.0,3.0,2.0,130.0,234,4309
665,1630.0,2.0,2.0,200.0,5,5199
666,1141.0,2.0,2.0,38.55,171,5199
667,2072.0,3.0,2.0,108.0,6,4309
668,4400.0,788.0,3.0,375.0,72,59
669,1200.0,2.0,0.0,70.0,4,547
670,1350.0,3.0,0.0,77.0,2,4309
671,3090.0,4.0,0.0,445.0,3,826
672,1180.0,2.0,2.0,78.34,6,4309
673,35000.0,3.0,3.0,130.0,213,4309
674,1355.0,2.0,2.0,115.0,4,5199
675,600.0,1.0,0.0,50.0,1,121
676,1200.0,7.0,3.0,150.0,74,83
677,1640.0,2.0,1.0,120.0,152,4309
678,1200.0,5.0,0.0,100.0,6,297
679,1190.0,2.0,2.0,57.0,27,4309
680,2400.0,4.0,2.0,375.0,19,826
681,1019.0,2.0,2.0,49.85,175,5199
682,1875.0,3.0,2.0,165.0,7,4309
683,1250.0,3.0,2.0,40.0,62,4309
684,1200.0,3.0,2.0,140.0,47,547
685,1140.0,2.0,1.0,56.0,540,5199
686,1683.0,3.0,1.0,109.0,23,4309
687,1515.0,3.0,3.0,83.3,64,4309
688,2118.0,4.0,2.0,111.0,88,591
689,1380.0,3.0,0.0,58.0,152,826
690,1083.0,2.0,2.0,61.75,15,5199
691,600.0,2.0,1.0,55.0,3,329
692,2300.0,3.0,3.0,120.0,5,4309
693,1240.0,2.0,2.0,60.0,1,5199
694,1750.0,3.0,1.0,120.0,3,4309
695,1230.0,2.0,3.0,43.48,3,5199
696,1500.0,3.0,1.0,139.0,16,547
697,985.0,2.0,1.0,40.39,24,5199
698,1500.0,2.0,1.0,87.0,11,547
699,1125.0,2.0,1.0,32.49,302,5199
700,950.0,2.0,1.0,44.0,7,5199
701,4400.0,788.0,3.0,548.5,72,59
702,1580.0,3.0,3.0,76.0,66,4309
703,1092.0,2.0,1.0,98.5,9,547
704,1090.0,2.0,1.0,28.34,132,5199
705,2264.0,3.0,1.0,159.0,152,547
706,1033.0,2.0,2.0,25.53,13,4309
707,810.0,2.0,2.0,24.5,29,5199
708,1045.0,2.0,0.0,45.0,2,5199
709,1337.0,2.0,1.0,82.0,177,5199
710,1200.0,2.0,2.0,32.0,100,5199
711,1580.0,3.0,2.0,160.0,72,4309
712,1500.0,2.0,3.0,54.0,84,4309
713,1640.0,4.0,2.0,91.0,540,4309
714,1570.0,3.0,2.0,62.0,4,4309
715,1470.0,2.0,2.0,82.0,26,4309
716,1160.0,2.0,2.0,40.61,73,5199
717,1050.0,2.0,1.0,71.0,149,5199
718,1855.0,3.0,1.0,225.0,10,4309
719,1460.0,2.0,1.0,90.0,152,4309
720,1823.0,3.0,2.0,100.0,52,4309
721,1094.0,2.0,2.0,42.0,302,5199
722,1153.0,2.0,2.0,57.0,54,5199
723,1325.0,3.0,1.0,57.0,8,4309
724,1200.0,3.0,2.0,85.0,16,826
725,1590.0,2.0,2.0,125.0,71,4309
726,1210.0,4.0,2.0,160.0,7,297
727,1200.0,4.0,0.0,220.0,171,826
728,1202.0,2.0,1.0,48.0,3,5199
729,1202.0,2.0,1.0,53.0,142,5199
730,1200.0,2.0,3.0,62.5,3,5199
731,1688.0,3.0,1.0,118.0,51,4309
732,1020.0,2.0,1.0,52.0,22,5199
733,1185.0,2.0,2.0,47.0,82,5199
734,1235.0,2.0,1.0,52.04,50,5199
735,3205.0,5.0,1.0,500.0,36,591
736,1077.0,2.0,2.0,37.64,75,5199
737,1415.0,2.0,3.0,66.0,40,4309
738,2330.0,3.0,2.0,162.0,23,4309
739,805.0,2.0,2.0,35.0,540,5199
740,425.0,1.0,0.0,20.03,1,538
741,1155.0,2.0,3.0,59.95,540,5199
742,5270.0,4.0,3.0,1250.0,13,591
743,656.0,2.0,1.0,22.0,36,5199
744,1100.0,2.0,0.0,48.0,5,5199
745,1150.0,2.0,3.0,52.0,31,5199
746,600.0,1.0,1.0,60.0,6,121
747,1468.0,2.0,1.0,140.0,7,5199
748,4300.0,5.0,2.0,550.0,3,826
749,2280.0,4.0,2.0,126.0,540,4309
750,1341.0,2.0,1.0,97.0,49,5199
751,1279.0,2.0,1.0,77.0,71,5199
752,2225.0,4.0,0.0,98.88,132,591
753,1185.0,2.0,2.0,43.51,234,5199
754,1750.0,3.0,2.0,85.0,3,4309
755,1152.0,2.0,1.0,53.5,29,5199
756,1000.0,4.0,1.0,160.0,1,297
757,1300.0,2.0,3.0,36.0,52,5199
758,2760.0,4.0,2.0,155.0,15,826
759,1070.0,2.0,2.0,39.0,39,5199
760,1101.0,2.0,0.0,45.0,186,5199
761,775.0,2.0,1.0,55.0,2,5199
762,667.0,1.0,1.0,36.85,85,538
763,1070.0,2.0,1.0,55.0,302,5199
764,1875.0,2.0,2.0,110.0,33,4309
765,735.0,2.0,1.0,57.99,47,5199
766,4360.0,4.0,1.0,90.0,82,297
767,1750.0,3.0,2.0,130.0,72,4309
768,1215.0,2.0,1.0,67.0,175,5199
769,600.0,9.0,3.0,190.0,1,46
770,820.0,2.0,1.0,30.0,12,5199
771,1160.0,2.0,0.0,59.935,16,5199
772,1779.0,3.0,2.0,89.61,24,4309
773,1105.0,2.0,2.0,58.0,5,5199
774,1000.0,2.0,1.0,93.0,5,538
775,1650.0,3.0,2.0,60.0,540,4309
776,1694.0,2.0,2.0,150.0,52,5199
777,2376.0,3.0,1.0,203.0,36,4309
778,1975.0,3.0,3.0,150.0,12,4309
779,674.0,2.0,1.0,33.0,29,5199
780,1185.0,2.0,1.0,41.0,64,5199
781,445.0,1.0,0.0,28.0,3,13
782,900.0,7.0,3.0,76.0,4,191
783,1475.0,3.0,2.0,75.0,53,4309
784,1618.0,3.0,3.0,82.5,48,4309
785,1120.0,2.0,0.0,65.0,72,5199
786,2181.0,3.0,2.0,152.0,175,591
787,1200.0,4.0,0.0,90.0,43,826
788,600.0,4.0,3.0,65.0,5,191
789,1556.0,2.0,1.0,59.13,152,4309
790,1179.0,2.0,1.0,66.02,152,5199
791,1296.0,2.0,2.0,83.0,234,5199
792,1275.0,2.0,2.0,52.0,64,5199
793,1875.0,2.0,2.0,300.0,1,83
794,1400.0,2.0,2.0,77.0,22,4309
795,1222.0,2.0,1.0,63.0,48,5199
796,940.0,2.0,1.0,41.0,302,5199
797,1185.0,2.0,2.0,42.6,234,5199
798,1779.0,3.0,2.0,112.0,33,4309
799,1615.0,3.0,2.0,59.76,84,4309
800,4000.0,788.0,3.0,453.0,72,591
801,1056.0,2.0,1.0,61.0,142,5199
802,1100.0,2.0,0.0,46.0,149,5199
803,920.0,2.0,1.0,40.0,17,5199
804,1602.0,2.0,0.0,75.0,6,4309
805,1176.0,2.0,0.0,62.0,28,5199
806,675.0,3.0,1.0,59.0,20,826
807,1352.0,3.0,0.0,135.0,9,4309
808,1717.0,3.0,3.0,99.0,80,4309
809,10961.0,4.0,1.0,80.0,1,826
810,2119.0,4.0,3.0,111.0,49,591
811,1246.0,2.0,1.0,67.3,43,5199
812,1141.0,2.0,1.0,42.79,27,5199
813,1157.0,2.0,1.0,84.0,152,5199
814,1025.0,2.0,2.0,27.68,100,5199
815,650.0,1.0,2.0,33.0,41,538
816,1349.0,2.0,1.0,98.0,177,5199
817,1566.0,3.0,1.0,83.3,11,4309
818,2830.0,3.0,3.0,195.0,39,591
819,1320.0,2.0,1.0,38.13,302,4309
820,1780.0,3.0,1.0,84.83,2,4309
821,1091.0,2.0,1.0,34.9,70,5199
822,3670.0,4.0,3.0,300.0,56,591
823,918.0,2.0,1.0,50.49,149,5199
824,1950.0,4.0,0.0,130.0,85,591
825,1695.0,3.0,1.0,90.0,51,4309
826,1705.0,3.0,2.0,95.0,213,4309
827,1375.0,3.0,2.0,75.0,19,4309
828,525.0,1.0,1.0,30.0,273,538
829,1447.0,2.0,1.0,83.0,540,5199
830,1114.0,2.0,1.0,39.0,234,5199
831,1450.0,2.0,1.0,100.0,149,4309
832,460.0,1.0,0.0,15.0,5,5199
833,1022.0,2.0,2.0,40.0,12,5199
834,1000.0,2.0,2.0,45.0,177,5199
835,1128.0,2.0,1.0,68.75,302,5199
836,1180.0,2.0,2.0,57.0,273,5199
837,1000.0,6.0,1.0,69.0,60,191
838,1200.0,2.0,1.0,150.0,63,329
839,3761.0,3.0,2.0,660.0,10,4309
840,1339.0,2.0,3.0,75.0,273,5199
841,1400.0,2.0,3.0,55.0,20,4309
842,1040.0,2.0,1.0,39.52,149,5199
843,1198.0,2.0,2.0,58.0,42,5199
844,1200.0,3.0,3.0,95.0,2,826
845,1691.0,3.0,2.0,113.0,399,4309
846,1075.0,3.0,2.0,36.0,51,4309
847,1630.0,3.0,2.0,194.0,14,4309
848,1240.0,3.0,2.0,43.5,57,4309
849,1115.0,2.0,0.0,58.935,152,5199
850,1665.0,3.0,2.0,86.58,16,4309
851,2489.0,3.0,3.0,94.0,175,4309
852,1142.0,2.0,2.0,70.0,47,5199
853,1976.0,3.0,1.0,184.0,8,4309
854,5500.0,4.0,3.0,600.0,8,826
855,1853.0,3.0,2.0,82.0,26,4309
856,600.0,4.0,1.0,72.0,42,84
857,1567.0,2.0,2.0,92.0,16,5199
858,1090.0,2.0,1.0,27.24,40,5199
859,1200.0,4.0,2.0,125.0,171,191
860,2400.0,4.0,1.0,640.0,1,826
861,1175.0,2.0,2.0,51.47,88,5199
862,1200.0,2.0,2.0,52.0,43,5199
863,995.0,2.0,1.0,41.0,27,5199
864,884.0,2.0,1.0,41.1,25,5199
865,900.0,3.0,2.0,80.0,9,297
866,1170.0,2.0,2.0,57.0,85,5199
867,1225.0,2.0,1.0,46.55,91,5199
868,1342.0,2.0,1.0,73.3,302,5199
869,1345.0,2.0,1.0,67.0,186,5199
870,1320.0,3.0,0.0,65.0,13,4309
871,1100.0,2.0,3.0,45.0,7,5199
872,1140.0,2.0,1.0,49.39,171,5199
873,1300.0,2.0,1.0,50.0,24,5199
874,1652.0,3.0,2.0,85.0,72,4309
875,2072.0,4.0,2.0,142.0,62,4309
876,1740.0,2.0,3.0,95.0,17,4309
877,1360.0,2.0,1.0,71.0,302,4309
878,1145.0,2.0,2.0,60.0,47,4309
879,1540.0,2.0,0.0,40.0,186,4309
880,1278.0,2.0,2.0,95.0,399,5199
881,630.0,1.0,1.0,40.0,132,538
882,1100.0,3.0,2.0,58.0,273,4309
883,1200.0,3.0,0.0,95.0,2,547
884,2500.0,6.0,2.0,115.0,2,83
885,520.0,1.0,0.0,15.135,100,538
886,1015.0,2.0,2.0,25.88,100,5199
887,3300.0,5.0,2.0,240.0,47,297
888,4500.0,5.0,1.0,415.0,21,297
889,1356.0,2.0,3.0,66.0,22,4309
890,823.0,2.0,1.0,28.0,2,5199
891,1200.0,2.0,0.0,66.0,60,547
892,1050.0,2.0,0.0,37.0,73,5199
893,1180.0,2.0,1.0,69.0,3,5199
894,1116.0,2.0,3.0,51.91,540,5199
895,1070.0,2.0,1.0,42.79,149,5199
896,1385.0,2.0,3.0,80.0,70,5199
897,1000.0,1.0,1.0,70.0,70,121
898,1897.0,3.0,2.0,130.0,540,4309
899,1005.0,2.0,1.0,55.78,25,5199
900,1575.0,3.0,2.0,125.0,39,4309
901,975.0,2.0,1.0,65.0,43,5199
902,1904.0,3.0,2.0,120.0,152,4309
903,930.0,1.0,1.0,30.0,40,538
904,525.0,1.0,1.0,26.0,273,538
905,686.0,1.0,1.0,17.0,1,538
906,2400.0,3.0,1.0,150.0,132,329
907,1410.0,1.0,0.0,233.0,7,329
908,2238.0,3.0,1.0,140.0,399,547
909,1174.0,2.0,1.0,69.0,79,5199
910,3800.0,4.0,3.0,239.0,22,826
911,2225.0,2.0,1.0,125.0,540,4309
912,1250.0,2.0,0.0,200.0,1,5199
913,918.0,2.0,2.0,52.0,54,5199
914,1250.0,2.0,3.0,52.0,31,5199
915,1800.0,3.0,3.0,110.0,399,4309
916,1170.0,2.0,3.0,53.0,175,5199
917,1300.0,1.0,0.0,200.0,7,538
918,793.0,2.0,1.0,45.0,152,5199
919,1710.0,3.0,2.0,107.0,71,4309
920,1082.0,2.0,1.0,57.5,24,4309
921,1001.0,2.0,2.0,33.03,10,5199
922,1500.0,4.0,3.0,180.0,6,826
923,1590.0,2.0,1.0,54.0,213,4309
924,2400.0,2.0,0.0,80.0,5,4309
925,1554.0,3.0,2.0,55.0,28,4309
926,1000.0,2.0,0.0,43.415,234,5199
927,4239.0,5.0,2.0,423.0,96,59
928,884.0,1.0,0.0,58.0,13,329
929,1045.0,2.0,1.0,98.89,72,5199
930,1019.0,2.0,2.0,49.86,175,5199
931,1935.0,4.0,2.0,130.0,31,4309
932,1135.0,2.0,2.0,39.73,186,4309
933,1680.0,3.0,2.0,150.0,36,4309
934,2470.0,5.0,2.0,247.0,177,591
935,2825.0,4.0,3.0,250.0,25,591
936,2480.0,3.0,1.0,330.0,36,4309
937,1260.0,11.0,3.0,290.0,39,46
938,1800.0,4.0,3.0,187.0,73,297
939,1799.0,3.0,3.0,90.0,80,4309
940,3606.0,788.0,3.0,304.0,540,826
941,400.0,1.0,1.0,11.0,42,538
942,1047.0,2.0,1.0,82.0,47,5199
943,1282.0,2.0,2.0,87.0,9,5199
944,1020.0,2.0,1.0,45.9,14,5199
945,1080.0,3.0,1.0,155.0,17,826
946,1495.0,2.0,1.0,79.5,540,5199
947,3260.0,4.0,1.0,240.0,80,826
948,1611.0,2.0,2.0,64.44,4,4309
949,3500.0,5.0,2.0,425.0,72,591
950,1500.0,2.0,2.0,95.0,5,547
951,1500.0,2.0,2.0,95.0,39,4309
952,3206.0,5.0,3.0,270.0,213,826
953,1540.0,3.0,0.0,50.0,186,4309
954,1639.0,3.0,1.0,80.0,72,4309
955,700.0,4.0,3.0,72.0,175,826
956,1303.0,2.0,2.0,55.79,171,5199
957,1005.0,1.0,1.0,110.0,72,5199
958,650.0,1.0,0.0,18.41,29,538
959,1305.0,3.0,1.0,33.28,100,4309
960,600.0,4.0,0.0,95.0,26,547
961,1300.0,1.0,1.0,115.0,1,5199
962,1440.0,2.0,3.0,68.0,47,4309
963,901.0,2.0,1.0,35.14,25,5199
964,1725.0,3.0,3.0,200.0,107,4309
965,900.0,2.0,1.0,42.0,82,4309
966,1060.0,2.0,1.0,55.0,13,5199
967,1020.0,2.0,1.0,48.45,14,5199
968,1535.0,3.0,2.0,65.99,70,4309
969,530.0,1.0,1.0,20.0,3,538
970,1464.0,3.0,2.0,56.0,142,4309
971,1350.0,2.0,3.0,80.0,1,5199
972,1115.0,2.0,2.0,50.0,399,5199
973,1175.0,2.0,2.0,47.0,186,5199
974,1113.0,2.0,1.0,62.0,540,5199
975,1200.0,4.0,2.0,225.0,186,191
976,1640.0,4.0,3.0,240.0,73,297
977,650.0,2.0,0.0,42.0,14,5199
978,1325.0,2.0,2.0,71.55,175,5199
979,950.0,2.0,3.0,31.0,88,5199
980,1396.0,2.0,1.0,86.51,71,4309
981,1050.0,2.0,2.0,52.07,56,5199
982,1825.0,3.0,2.0,100.0,234,4309
983,1190.0,2.0,1.0,49.98,149,5199
984,1220.0,2.0,1.0,56.5,175,5199
985,1565.0,2.0,2.0,75.0,14,4309
986,1891.0,3.0,1.0,109.0,152,4309
987,900.0,2.0,0.0,27.0,8,5199
988,1161.0,2.0,1.0,55.15,72,5199
989,633.0,1.0,0.0,17.535,82,538
990,2400.0,6.0,3.0,125.0,2,84
991,315.0,4.0,2.0,90.0,107,826
992,665.0,1.0,1.0,36.85,85,538
993,1175.0,2.0,1.0,73.5,50,5199
994,1425.0,2.0,2.0,80.0,88,5199
995,1200.0,1.0,0.0,20.0,13,121
996,1200.0,3.0,1.0,56.12,12,547
997,1255.0,2.0,2.0,67.0,28,5199
998,2112.95,4.0,2.0,145.0,49,4309
999,600.0,1.0,1.0,22.0,171,538
1000,1810.0,3.0,2.0,100.0,142,4309
1001,1200.0,2.0,2.0,93.0,44,5199
1002,1033.0,2.0,2.0,49.0,79,5199
1003,1548.0,3.0,2.0,89.5,12,4309
1004,1611.0,3.0,3.0,66.0,28,4309
1005,1400.0,2.0,1.0,40.43,132,4309
1006,1485.0,2.0,2.0,67.0,43,4309
1007,2400.0,2.0,1.0,82.0,26,329
1008,1025.0,2.0,1.0,44.5,11,5199
1009,600.0,3.0,2.0,65.0,3,826
1010,1225.0,2.0,3.0,53.0,2,5199
1011,1256.0,2.0,1.0,62.8,39,5199
1012,2268.0,3.0,2.0,163.0,540,591
1013,1100.0,3.0,2.0,53.0,273,4309
1014,1141.0,2.0,0.0,62.0,3,5199
1015,400.0,1.0,1.0,12.0,42,538
1016,1400.0,2.0,0.0,60.0,100,329
1017,4100.0,7.0,3.0,140.0,8,17
1018,5.31,1.0,0.0,110.0,1,121
1019,15.0,1.0,0.0,30.0,3,538
1020,1175.0,2.0,2.0,48.27,3,5199
1021,1100.0,2.0,1.0,56.0,39,5199
1022,1843.0,3.0,2.0,95.84,273,4309
1023,1200.0,7.0,2.0,240.0,25,84
1024,1460.0,2.0,1.0,80.5,28,5199
1025,1530.0,2.0,2.0,74.5,56,4309
1026,1467.0,2.0,1.0,55.0,53,5199
1027,950.0,1.0,1.0,40.0,3,538
1028,1246.0,2.0,1.0,64.5,43,5199
1029,711.0,1.0,1.0,38.0,42,538
1030,1194.0,2.0,2.0,46.0,142,5199
1031,1358.0,2.0,1.0,43.4,25,4309
1032,1500.0,5.0,1.0,130.0,12,191
1033,1420.0,2.0,2.0,75.0,88,5199
1034,1250.0,2.0,1.0,68.75,22,4309
1035,1280.0,2.0,3.0,58.0,62,5199
1036,1209.0,2.0,1.0,50.0,10,5199
1037,4200.0,5.0,2.0,225.0,2,297
1038,1215.0,4.0,3.0,205.0,10,826
1039,1315.0,2.0,1.0,54.8,51,4309
1040,1800.0,3.0,3.0,90.0,2,4309
1041,1600.0,4.0,0.0,125.0,7,297
1042,1600.0,2.0,2.0,65.0,60,4309
1043,3968.0,5.0,2.0,900.0,1,191
1044,1563.0,3.0,2.0,52.0,6,4309
1045,1560.0,2.0,2.0,72.0,540,4309
1046,2169.0,4.0,3.0,115.0,47,4309
1047,900.0,10.0,3.0,170.0,4,46
1048,1050.0,2.0,2.0,55.5,56,5199
1049,3235.0,3.0,1.0,235.0,25,4309
1050,1200.0,3.0,0.0,66.0,60,547
1051,1140.0,2.0,2.0,46.0,53,5199
1052,1500.0,3.0,1.0,170.0,149,547
1053,1560.0,3.0,2.0,75.0,42,4309
1054,1100.0,2.0,2.0,70.0,72,5199
1055,1260.0,2.0,3.0,40.32,80,4309
1056,1036.0,2.0,1.0,50.0,177,5199
1057,1662.0,3.0,3.0,85.1,62,4309
1058,1464.0,2.0,3.0,105.0,20,4309
1059,1234.0,2.0,2.0,80.0,213,5199
1060,1403.0,3.0,1.0,55.0,399,4309
1061,915.0,4.0,1.0,54.9,5,826
1062,3000.0,8.0,3.0,451.0,24,191
1063,1150.0,2.0,2.0,42.9,25,4309
1064,3900.0,4.0,2.0,410.0,177,591
1065,850.0,4.0,2.0,90.0,85,297
1066,929.0,2.0,1.0,46.0,42,5199
1067,2400.0,8.0,3.0,450.0,24,191
1068,1350.0,2.0,1.0,75.0,60,547
1069,1135.0,2.0,1.0,39.73,12,5199
1070,1405.0,2.0,2.0,70.0,3,5199
1071,1200.0,2.0,1.0,45.84,540,329
1072,2805.0,4.0,3.0,154.0,142,591
1073,1161.0,2.0,2.0,64.08,85,5199
1074,1290.0,2.0,3.0,74.0,273,5199
1075,2557.0,3.0,2.0,141.0,85,4309
1076,1480.0,3.0,2.0,90.0,7,4309
1077,3300.0,14.0,3.0,500.0,10,46
1078,1350.0,3.0,0.0,54.54,71,4309
1079,1580.0,2.0,2.0,65.0,42,4309
1080,1470.0,2.0,1.0,88.64,75,4309
1081,500.0,1.0,1.0,14.0,30,538
1082,1346.0,2.0,1.0,61.92,399,5199
1083,1600.0,3.0,3.0,90.0,3,4309
1084,720.0,2.0,1.0,120.0,10,5199
1085,30.0,2.0,2.0,29.5,1,329
1086,1200.0,4.0,0.0,135.0,4,826
1087,1200.0,2.0,2.0,35.0,10,5199
1088,1340.0,2.0,2.0,48.33,38,4309
1089,6136.0,4.0,3.0,560.0,45,826
1090,918.0,2.0,2.0,48.0,54,5199
1091,1500.0,3.0,2.0,115.0,4,547
1092,1315.0,2.0,2.0,85.0,213,5199
1093,2400.0,5.0,3.0,775.0,9,826
1094,1390.0,2.0,2.0,62.55,186,4309
1095,1330.0,2.0,1.0,56.0,186,4309
1096,3100.0,4.0,3.0,265.0,52,59
1097,1824.0,3.0,3.0,125.0,1,4309
1098,1420.0,2.0,2.0,96.0,149,4309
1099,750.0,1.0,0.0,56.25,6,121
1100,1260.0,2.0,1.0,60.0,14,4309
1101,1561.0,3.0,2.0,95.0,152,4309
1102,812.0,6.0,3.0,165.0,39,46
1103,1060.0,2.0,2.0,42.0,1,5199
1104,1120.0,8.0,3.0,145.0,88,84
1105,1225.0,2.0,1.0,67.38,142,5199
1106,2144.0,3.0,2.0,135.0,234,4309
1107,1200.0,6.0,2.0,140.0,73,83
1108,880.0,2.0,2.0,29.0,302,5199
1109,1639.0,3.0,2.0,110.0,88,4309
1110,1240.0,2.0,1.0,62.0,234,4309
1111,1500.0,2.0,2.0,69.0,273,5199
1112,1243.0,2.0,1.0,46.0,142,5199
1113,1575.0,3.0,3.0,78.0,175,4309
1114,1027.0,2.0,2.0,44.0,142,5199
1115,1082.0,2.0,1.0,56.0,24,4309
1116,1637.0,3.0,3.0,73.0,13,4309
1117,1665.0,3.0,2.0,86.58,273,4309
1118,1265.0,2.0,0.0,56.93,302,5199
1119,1691.0,2.0,2.0,102.0,302,4309
1120,1100.0,2.0,1.0,38.0,234,5199
1121,24.0,2.0,2.0,150.0,1,297
1122,1500.0,3.0,2.0,62.0,8,547
1123,3205.0,5.0,1.0,380.0,36,591
1124,1666.0,4.0,1.0,150.0,17,297
1125,1115.0,2.0,2.0,50.0,26,5199
1126,1070.0,2.0,1.0,45.0,50,5199
1127,1128.0,2.0,2.0,105.0,44,5199
1128,1162.0,2.0,1.0,57.0,54,5199
1129,1339.0,2.0,2.0,55.0,4,5199
1130,1192.0,2.0,2.0,75.0,31,5199
1131,1920.0,3.0,1.0,115.0,142,4309
1132,1255.0,2.0,1.0,52.32,55,5199
1133,1357.0,2.0,1.0,115.0,107,5199
1134,1600.0,3.0,2.0,75.0,2,4309
1135,1225.0,2.0,2.0,55.11,4,5199
1136,2400.0,4.0,3.0,200.0,540,826
1137,1570.0,3.0,3.0,80.0,16,4309
1138,1093.0,2.0,2.0,70.0,234,5199
1139,1865.0,3.0,3.0,145.0,21,4309
1140,1200.0,7.0,3.0,165.0,36,191
1141,1039.0,2.0,2.0,80.0,17,5199
1142,1246.0,2.0,1.0,64.5,43,5199
1143,1985.0,3.0,2.0,75.0,540,4309
1144,1590.0,3.0,3.0,49.0,36,4309
1145,4000.0,4.0,2.0,675.0,2,826
1146,775.0,2.0,2.0,38.0,132,5199
1147,1000.0,2.0,1.0,50.0,4,5199
1148,1800.0,3.0,2.0,175.0,34,4309
1149,1035.0,2.0,1.0,41.0,37,5199
1150,1520.0,2.0,1.0,75.0,17,4309
1151,1360.0,2.0,1.0,95.0,540,5199
1152,6000.0,5.0,3.0,400.0,6,826
1153,1117.0,2.0,2.0,56.0,13,5199
1154,1200.0,4.0,3.0,120.0,91,826
1155,1330.0,2.0,1.0,92.5,23,5199
1156,1937.0,3.0,2.0,160.0,175,4309
1157,1128.0,2.0,1.0,65.49,302,5199
1158,1053.0,2.0,1.0,45.0,13,5199
1159,1198.0,2.0,1.0,77.0,51,5199
1160,1152.0,2.0,1.0,56.0,175,5199
1161,1200.0,6.0,2.0,125.0,14,30
1162,1625.0,2.0,1.0,75.0,36,5199
1163,1397.0,3.0,3.0,105.0,47,4309
1164,1523.0,3.0,3.0,170.0,85,4309
1165,883.0,2.0,1.0,45.0,24,5199
1166,700.0,1.0,0.0,38.0,19,538
1167,1170.0,2.0,1.0,62.5,213,5199
1168,1200.0,2.0,2.0,42.0,273,4309
1169,2400.0,3.0,2.0,170.0,8,4309
1170,1480.0,2.0,2.0,65.0,2,5199
1171,1897.0,3.0,2.0,120.0,62,4309
1172,996.0,2.0,1.0,67.0,56,5199
1173,1875.0,3.0,2.0,110.0,142,4309
1174,1500.0,2.0,2.0,98.0,1,4309
1175,3095.0,3.0,3.0,350.0,1,4309
