,location,size,total_sqft,bath,balcony,price
414,Kanakpura Road,3 BHK,1550.0,3.0,3.0,64.5
415,Amco Colony,3 BHK,1760.0,3.0,2.0,88.0
416,Billekahalli,2 BHK,1125.0,2.0,2.0,62.0
417,Nagarbhavi,3 Bedroom,1350.0,3.0,2.0,150.0
418,Anandapura,2 Bedroom,1000.0,2.0,1.0,55.0
419,Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,31.48
420,TC Palaya,2 Bedroom,1200.0,2.0,0.0,60.0
421,Budigere,3 BHK,1991.0,4.0,2.0,103.0
422,Bommasandra,2 BHK,1060.0,2.0,1.0,26.5
423,Ambalipura,2 BHK,1105.0,2.0,1.0,75.0
424,Hoodi,2 BHK,985.0,2.0,2.0,67.0
425,Chandapura,6 Bedroom,1533.0,5.0,3.0,85.0
426,Balagere,3 BHK,1590.0,3.0,2.0,79.0
427,CV Raman Nagar,2 BHK,1120.0,2.0,2.0,55.0
428,Samethanahalli,2 BHK,1069.0,2.0,1.0,55.0
429,Marathahalli,3 BHK,1933.0,3.0,2.0,140.0
430,Hosur Road,2 BHK,1194.0,2.0,0.0,69.0
431,Brookefield,2 BHK,1150.0,2.0,3.0,69.0
432,Yelenahalli,2 BHK,1240.0,2.0,2.0,47.12
433,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48.1
434,7th Phase JP Nagar,8 Bedroom,1200.0,8.0,3.0,250.0
435,Richmond Town,3 BHK,2150.0,4.0,3.0,240.0
436,Suddaguntepalya,3 BHK,1450.0,3.0,2.0,55.0
437,Udayapur Village,3 BHK,1630.0,3.0,2.0,68.29
438,Dasanapura,2 BHK,708.0,1.0,1.0,40.0
439,Kasavanhalli,3 Bedroom,1000.0,4.0,3.0,110.0
440,Whitefield,4 Bedroom,11890.0,4.0,3.0,700.0
441,Bellandur,2 BHK,1250.0,2.0,1.0,76.0
442,7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,95.0
443,Sarjapur  Road,3 BHK,1670.0,2.0,3.0,57.0
444,Ardendale,3 BHK,1750.0,3.0,2.0,100.0
445,Vittasandra,2 BHK,1404.0,2.0,1.0,71.0
446,Hoodi,3 BHK,1715.0,2.0,2.0,95.0
447,Electronic City,1 BHK,630.0,1.0,1.0,34.65
448,Harlur,3 BHK,1752.12,3.0,2.0,135.0
449,Hulimavu,3 BHK,1650.0,3.0,2.0,78.0
450,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55.47
451,Giri Nagar,3 Bedroom,1800.0,3.0,2.0,252.0
452,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03
453,Thippasandra,4 Bedroom,1200.0,4.0,2.0,200.0
454,Hormavu,2 BHK,1150.0,2.0,2.0,55.0
455,Chikkabidarakallu,4 Bedroom,3309.0,4.0,3.0,325.0
456,Chandapura,3 BHK,1190.0,2.0,2.0,30.35
457,AECS Layout,3 BHK,1620.0,3.0,2.0,98.0
458,Marathahalli,2 BHK,950.0,2.0,1.0,46.96
459,1 Giri Nagar,11 BHK,5000.0,9.0,3.0,360.0
460,Harlur,3 BHK,2450.0,3.0,0.0,120.0
461,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,35.23
462,Hoysalanagar,2 BHK,850.0,2.0,1.0,30.0
463,Padmanabhanagar,2 BHK,1020.0,2.0,2.0,63.0
464,Chikkalasandra,2 BHK,1100.0,2.0,2.0,50.0
465,Defence Colony,2 BHK,1150.0,2.0,2.0,126.0
466,Hebbal,3 BHK,1760.0,2.0,2.0,130.0
467,Ambalipura,3 BHK,1800.0,3.0,3.0,110.0
468,Akshaya Nagar,2 BHK,1070.0,2.0,1.0,54.0
469,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,2.0,220.0
470,Vidyaranyapura,2 Bedroom,1440.0,2.0,0.0,95.0
471,Amruthahalli,2 BHK,900.0,2.0,1.0,40.0
472,ITI Employees Layout,4 BHK,1200.0,4.0,1.0,230.0
473,Whitefield,2 BHK,1130.0,2.0,1.0,42.16
474,Koramangala,2 BHK,1320.0,2.0,1.0,165.0
475,Kodigehalli,2 BHK,1270.0,2.0,1.0,98.0
476,Patelappa Layout,2 BHK,1200.0,2.0,1.0,62.0
477,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,3.0,235.0
478,NS Palya,2 BHK,1200.0,2.0,1.0,74.0
479,Subramanyapura,2 BHK,929.0,2.0,0.0,50.17
480,RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,260.0
481,Basavangudi,4 Bedroom,1125.0,4.0,3.0,180.0
482,Kenchenahalli,5 Bedroom,500.0,3.0,2.0,65.0
483,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,2.0,190.0
484,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0
485,7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,400.0
486,Bank Avenue,4 Bedroom,2000.0,4.0,2.0,99.0
487,Chikkalasandra,2 BHK,1208.0,2.0,1.0,49.0
488,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,60.0
489,Surabhi Layout,3 BHK,1753.0,3.0,2.0,120.0
490,Old Madras Road,5 BHK,4500.0,7.0,3.0,337.0
491,Banjara Layout,3 Bedroom,600.0,3.0,2.0,58.0
492,Hoodi,2 BHK,1196.0,2.0,2.0,94.42
493,5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,52.5
494,Electronic City,2 BHK,1128.0,2.0,1.0,63.0
495,Omkar Nagar,2 BHK,1000.0,2.0,1.0,53.0
496,Yelahanka,2 BHK,1035.0,2.0,1.0,45.0
497,Kereguddadahalli,2 BHK,950.0,2.0,1.0,32.0
498,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,36.0
499,Whitefield,2 BHK,1040.0,2.0,1.0,48.5
500,Maragondanahalli,2 Bedroom,720.0,2.0,1.0,45.0
501,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,95.0
502,Silk Board,3 BHK,1300.0,3.0,1.0,58.0
503,Hoodi,3 BHK,1545.0,3.0,1.0,68.75
504,Shampura,1 BHK,375.0,2.0,0.0,26.0
505,Vidyaranyapura,2 BHK,1062.0,2.0,3.0,38.0
506,Kada Agrahara,2 BHK,1115.0,2.0,1.0,40.0
507,JP Nagar,2 BHK,1000.0,2.0,1.0,35.0
508,Kambipura,2 BHK,883.0,2.0,1.0,45.0
509,Sarjapur  Road,2 BHK,1195.0,2.0,1.0,70.0
510,BHEL Layout,4 Bedroom,1200.0,3.0,1.0,165.0
511,Medahalli,1 Bedroom,700.0,1.0,0.0,41.0
512,Vittasandra,2 BHK,1246.0,2.0,1.0,67.0
513,8th Phase JP Nagar,4 Bedroom,660.0,4.0,2.0,90.0
514,Banashankari Stage III,4 Bedroom,8500.0,4.0,2.0,145.0
515,Kashi Nagar,4 BHK,1600.0,4.0,1.0,80.0
516,Haralur Road,4 BHK,2805.0,5.0,3.0,154.0
517,Begur Road,3 BHK,1584.0,3.0,3.0,65.0
518,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,1.0,275.0
519,Hosur Road,3 BHK,1175.0,2.0,2.0,48.0
520,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,2.0,115.0
521,VHBCS Layout,2 BHK,1353.0,2.0,2.0,110.0
522,Electronic City,3 BHK,1599.0,3.0,2.0,125.0
523,Whitefield,2 BHK,1150.0,2.0,1.0,70.0
524,Jakkur,4 BHK,5230.0,6.0,1.0,465.0
525,KR Puram,2 BHK,1155.0,2.0,2.0,42.74
526,Ittamadu,1 BHK,1200.0,2.0,0.0,85.0
527,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,25.0
528,Thanisandra,4 BHK,3000.0,4.0,3.0,120.0
529,Rajiv Nagar,3 BHK,1867.0,3.0,1.0,160.0
530,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,47.0
531,Gattahalli,2 BHK,1028.0,2.0,1.0,45.5
532,Arekere,2 BHK,1222.0,2.0,2.0,45.0
533,Bannerghatta Road,3 BHK,1170.0,2.0,1.0,66.0
534,Hebbal,3 BHK,2400.0,4.0,1.0,245.0
535,Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,48.48
536,HSR Layout,2 BHK,1372.0,2.0,1.0,68.0
537,Magadi Road,3 BHK,1282.0,2.0,2.0,49.0
538,Mico Layout,9 BHK,5000.0,9.0,3.0,210.0
539,7th Block Jayanagar,5 Bedroom,3000.0,3.0,1.0,528.0
540,Kanakpura Road,2 BHK,1135.0,2.0,1.0,39.73
541,Whitefield,3 BHK,1768.0,3.0,2.0,101.0
542,Byatarayanapura,3 BHK,1325.0,2.0,1.0,90.0
543,Electronic City,3 BHK,1599.0,3.0,2.0,99.0
544,Whitefield,3 Bedroom,1500.0,3.0,1.0,61.95
545,2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,0.0,499.0
546,Uttarahalli,2 BHK,1286.0,2.0,2.0,63.0
547,Kammanahalli,5 BHK,2845.0,5.0,1.0,140.0
548,K G Colony,3 BHK,1600.0,2.0,3.0,50.0
549,Hennur Road,2 BHK,1195.0,2.0,0.0,63.77
550,Hebbal,3 BHK,3450.0,5.0,2.0,260.0
551,Munnekollal,2 BHK,1102.0,2.0,2.0,53.67
552,Yelahanka,2 BHK,1350.0,2.0,2.0,54.0
553,Banashankari,3 BHK,1200.0,2.0,2.0,42.0
554,Hosa Road,6 Bedroom,1300.0,6.0,0.0,145.0
555,Herohalli,2 Bedroom,1800.0,1.0,1.0,80.0
556,Chikkabanavar,2 BHK,950.0,2.0,1.0,40.0
557,Kanakpura Road,1 BHK,525.0,1.0,1.0,27.25
558,Attibele,2 BHK,656.0,2.0,1.0,25.0
559,Marathahalli,4 Bedroom,1780.0,4.0,3.0,175.0
560,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,80.0
561,Bannerghatta Road,1 BHK,595.0,1.0,1.0,33.32
562,Ittamadu,2 BHK,1080.0,2.0,2.0,50.0
563,7th Phase JP Nagar,3 BHK,2225.0,3.0,1.0,160.0
564,Bommasandra,2 BHK,1126.0,2.0,1.0,28.15
565,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,84.0
566,HRBR Layout,4 Bedroom,2000.0,4.0,1.0,300.0
567,Sarjapur  Road,3 BHK,1550.0,3.0,3.0,100.0
568,Ashwini layout,2 BHK,1160.0,2.0,1.0,55.0
569,Whitefield,4 Bedroom,4144.0,4.0,3.0,315.0
570,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,125.0
571,Vittasandra,2 BHK,1404.0,2.0,1.0,69.3
572,Sarjapur  Road,4 Bedroom,2230.0,4.0,3.0,225.0
573,Marathalli bridge,3 BHK,1544.0,3.0,3.0,120.0
574,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,58.7
575,Marathahalli,2 BHK,1230.0,2.0,2.0,80.0
576,T.C PALYA,2 Bedroom,1200.0,2.0,0.0,65.0
577,Harlur,3 BHK,1460.0,3.0,1.0,73.0
578,Sarjapur  Road,1 Bedroom,1200.0,788.0,3.0,34.185
579,Gottigere,2 BHK,967.0,2.0,3.0,45.0
580,Byatarayanapura,1 Bedroom,540.0,1.0,1.0,36.0
581,Hormavu,1 BHK,715.0,1.0,2.0,46.0
582,Whitefield,3 BHK,2500.0,3.0,2.0,313.0
583,Dooravani Nagar,3 BHK,1578.0,3.0,1.0,180.0
584,Mysore Road,2 BHK,1020.0,2.0,1.0,48.95
585,Jigani,2 BHK,1020.0,2.0,1.0,40.0
586,Koramangala,2 BHK,1253.0,2.0,1.0,102.0
587,JCR Layout,2 BHK,1180.0,2.0,2.0,42.0
588,Nehru Nagar,2 BHK,961.0,2.0,2.0,38.0
589,Kanakapura,3 BHK,1419.0,3.0,3.0,75.0
590,Harlur,3 BHK,1709.0,3.0,2.0,150.0
591,Papareddipalya,2 Bedroom,1600.0,2.0,0.0,115.0
592,Venkatapura,1 BHK,416.0,1.0,1.0,18.5
593,Sanjay nagar,2 BHK,1100.0,2.0,2.0,98.0
594,HSR Layout,3 BHK,1430.0,2.0,1.0,65.0
595,Sneha Colony,2 BHK,1260.0,2.0,2.0,45.0
596,RMV Extension,3 BHK,1630.0,3.0,2.0,85.0
597,Sarjapur  Road,3 BHK,1249.0,3.0,2.0,44.71
598,Kalena Agrahara,3 BHK,1450.0,2.0,3.0,85.0
599,Konanakunte,3 BHK,2791.0,3.0,1.0,223.0
600,Hosapalya,1 BHK,600.0,1.0,0.0,90.0
601,Ashwini layout,1 BHK,834.0,1.0,1.0,60.0
602,Doddagubbi,3 Bedroom,1125.0,4.0,1.0,70.0
603,Arekere,3 BHK,2060.0,3.0,2.0,140.0
604,Malleshwaram,7 BHK,12000.0,7.0,3.0,2200.0
605,Gottigere,2 BHK,891.0,2.0,1.0,25.0
606,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,49.07
607,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,37.0
608,Sector 6 HSR Layout,4 BHK,3000.0,5.0,2.0,260.0
609,Brookefield,4 Bedroom,2440.0,5.0,2.0,425.0
610,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,55.0
611,Thanisandra,2 BHK,1075.0,2.0,2.0,45.8
612,Kaggadasapura,2 BHK,1140.0,2.0,2.0,40.0
613,Margondanahalli,5 Bedroom,940.0,4.0,2.0,150.0
614,ITI Layout,6 Bedroom,2160.0,5.0,1.0,250.0
615,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,42.0
616,R.T. Nagar,4 Bedroom,1500.0,4.0,1.0,70.0
617,Whitefield,4 BHK,4104.0,4.0,2.0,360.0
618,Whitefield,3 BHK,1790.0,3.0,3.0,100.0
619,Hebbal,3 BHK,1920.0,3.0,2.0,134.0
620,HRBR Layout,2 BHK,1374.0,2.0,2.0,95.0
621,Bannerghatta Road,3 BHK,1445.0,3.0,2.0,95.0
622,Kanakapura,1 BHK,711.0,1.0,1.0,36.0
623,Tumkur Road,3 BHK,1500.0,3.0,3.0,95.0
624,Whitefield,3 BHK,1720.0,3.0,3.0,100.0
625,Vasanthapura,3 BHK,1400.0,3.0,2.0,60.0
626,Kundalahalli,2 BHK,1030.0,2.0,2.0,49.0
627,Mysore Road,2 BHK,1200.0,2.0,1.0,85.0
628,Hosahalli,3 BHK,1375.0,3.0,2.0,70.0
629,Hegde Nagar,2 Bedroom,1050.0,1.0,3.0,56.0
630,Jalahalli,3 BHK,2250.0,3.0,2.0,160.0
631,Bellandur,2 BHK,1000.0,2.0,2.0,50.0
632,Jalahalli West,1 BHK,469.0,1.0,0.0,25.0
633,Marathahalli,4 BHK,3800.0,4.0,3.0,250.0
634,Kambipura,2 BHK,883.0,2.0,1.0,29.0
635,GM Palaya,3 BHK,1820.0,2.0,3.0,86.0
636,Singasandra,3 BHK,1440.0,2.0,3.0,65.0
637,near Ramanashree California resort,6 BHK,3600.0,4.0,1.0,160.0
638,Malleshwaram,4 BHK,2500.0,5.0,2.0,325.0
639,Mahadevpura,2 BHK,1225.0,2.0,2.0,48.0
640,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,1.0,660.0
641,Chikkalasandra,2 BHK,875.0,2.0,3.0,52.8
642,Jalahalli East,1 BHK,750.0,1.0,2.0,40.0
643,6th Phase JP Nagar,2 BHK,1180.0,2.0,3.0,80.0
644,Haralur Road,2 BHK,1194.0,2.0,2.0,47.0
645,Hennur Road,3 BHK,1500.0,2.0,2.0,62.0
646,Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,2.0,52.2
647,Arekere,9 Bedroom,4125.0,9.0,3.0,265.0
648,Hosakerehalli,3 BHK,2378.0,3.0,1.0,262.0
649,Sarjapur,2 BHK,1128.0,2.0,1.0,60.0
650,Hebbal,3 BHK,1500.0,3.0,1.0,150.0
651,Huskur,3 BHK,1220.0,2.0,1.0,35.23
652,Sarjapur  Road,2 BHK,1210.0,2.0,2.0,58.0
653,Kanakpura Road,3 BHK,1100.0,2.0,1.0,58.0
654,Bommasandra,3 BHK,1200.0,3.0,2.0,46.0
655,Haralur Road,4 BHK,3385.0,5.0,3.0,260.0
656,Nagondanahalli,3 BHK,1641.0,3.0,2.0,66.0
657,Horamavu Agara,2 BHK,1200.0,2.0,1.0,45.0
658,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,1.0,67.39
659,Mahadevpura,3 BHK,1720.0,3.0,3.0,78.0
660,Yelahanka,2 BHK,1120.0,2.0,0.0,48.13
661,Yelahanka,2 BHK,1210.0,2.0,1.0,45.98
662,Indira Nagar,4 Bedroom,2200.0,4.0,2.0,200.0
663,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,45.0
664,Thanisandra,3 BHK,1702.0,3.0,2.0,130.0
665,Shanthala Nagar,2 BHK,1630.0,2.0,2.0,200.0
666,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,38.55
667,Shantiniketan Layout,3 BHK,2072.0,3.0,2.0,108.0
668,JP Nagar,5 BHK,4400.0,788.0,3.0,375.0
669,Herohalli,3 Bedroom,1200.0,2.0,0.0,70.0
670,Teachers Colony,3 BHK,1350.0,3.0,0.0,77.0
671,Bettahalsoor,4 Bedroom,3090.0,4.0,0.0,445.0
672,Srinivasa Nagar,3 BHK,1180.0,2.0,2.0,78.34
673,Yelahanka,3 BHK,35000.0,3.0,3.0,130.0
674,Langford Town,2 BHK,1355.0,2.0,2.0,115.0
675,Sulthangunta,1 Bedroom,600.0,1.0,0.0,50.0
676,Hormavu,7 Bedroom,1200.0,7.0,3.0,150.0
677,Bannerghatta Road,3 BHK,1640.0,2.0,1.0,120.0
678,Byrathi Village,5 Bedroom,1200.0,5.0,0.0,100.0
679,Kodichikkanahalli,3 BHK,1190.0,2.0,2.0,57.0
680,OMBR Layout,4 Bedroom,2400.0,4.0,2.0,375.0
681,Marathahalli,2 BHK,1019.0,2.0,2.0,49.85
682,Ambedkar Colony,3 BHK,1875.0,3.0,2.0,165.0
683,Akshaya Nagar,3 BHK,1250.0,3.0,2.0,40.0
684,Brookefield,3 Bedroom,1200.0,3.0,2.0,140.0
685,Whitefield,2 BHK,1140.0,2.0,1.0,56.0
686,Lingadheeranahalli,3 BHK,1683.0,3.0,1.0,109.0
687,Kaggadasapura,3 BHK,1515.0,3.0,3.0,83.3
688,Hoodi,4 BHK,2118.0,4.0,2.0,111.0
689,Bannerghatta Road,4 Bedroom,1380.0,3.0,0.0,58.0
690,Varthur Road,2 BHK,1083.0,2.0,2.0,61.75
691,Anjappa Layout,2 Bedroom,600.0,2.0,1.0,55.0
692,Avalahalli,3 BHK,2300.0,3.0,3.0,120.0
693,Prakruthi Nagar,2 BHK,1240.0,2.0,2.0,60.0
694,Surabhi Layout,3 BHK,1750.0,3.0,1.0,120.0
695,Sadaramangala,2 BHK,1230.0,2.0,3.0,43.48
696,Anjanapura,3 Bedroom,1500.0,3.0,1.0,139.0
697,Abbigere,2 BHK,985.0,2.0,1.0,40.39
698,Tindlu,3 Bedroom,1500.0,2.0,1.0,87.0
699,Electronic City,2 BHK,1125.0,2.0,1.0,32.49
700,Maruthi Sevanagar,2 BHK,950.0,2.0,1.0,44.0
701,JP Nagar,5 BHK,4400.0,788.0,3.0,548.5
702,Kothanur,3 BHK,1580.0,3.0,3.0,76.0
703,B Narayanapura,3 Bedroom,1092.0,2.0,1.0,98.5
704,Electronic City Phase II,2 BHK,1090.0,2.0,1.0,28.34
705,Hennur Road,3 Bedroom,2264.0,3.0,1.0,159.0
706,Dommasandra,3 BHK,1033.0,2.0,2.0,25.53
707,Kammasandra,2 BHK,810.0,2.0,2.0,24.5
708,Green Garden Layout,2 BHK,1045.0,2.0,0.0,45.0
709,Hebbal,2 BHK,1337.0,2.0,1.0,82.0
710,Chandapura,2 BHK,1200.0,2.0,2.0,32.0
711,Koramangala,3 BHK,1580.0,3.0,2.0,160.0
712,Begur Road,3 BHK,1500.0,2.0,3.0,54.0
713,Whitefield,3 BHK,1640.0,4.0,2.0,91.0
714,Silver Springs Layout,3 BHK,1570.0,3.0,2.0,62.0
715,Gubbalala,3 BHK,1470.0,2.0,2.0,82.0
716,Kengeri,2 BHK,1160.0,2.0,2.0,40.61
717,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,71.0
718,Dairy Circle,3 BHK,1855.0,3.0,1.0,225.0
719,Bannerghatta Road,3 BHK,1460.0,2.0,1.0,90.0
720,Hulimavu,3 BHK,1823.0,3.0,2.0,100.0
721,Electronic City,2 BHK,1094.0,2.0,2.0,42.0
722,Budigere,2 BHK,1153.0,2.0,2.0,57.0
723,Hoysalanagar,3 BHK,1325.0,3.0,1.0,57.0
724,Parappana Agrahara,4 Bedroom,1200.0,3.0,2.0,85.0
725,Jakkur,3 BHK,1590.0,2.0,2.0,125.0
726,Jeevan bima nagar,5 Bedroom,1210.0,4.0,2.0,160.0
727,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,0.0,220.0
728,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,48.0
729,Haralur Road,2 BHK,1202.0,2.0,1.0,53.0
730,KSRTC Layout,2 BHK,1200.0,2.0,3.0,62.5
731,Panathur,3 BHK,1688.0,3.0,1.0,118.0
732,Kaval Byrasandra,2 BHK,1020.0,2.0,1.0,52.0
733,Sarjapur,2 BHK,1185.0,2.0,2.0,47.0
734,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,52.04
735,Hosakerehalli,4 BHK,3205.0,5.0,1.0,500.0
736,Banashankari,2 BHK,1077.0,2.0,2.0,37.64
737,Kengeri Satellite Town,3 BHK,1415.0,2.0,3.0,66.0
738,EPIP Zone,3 BHK,2330.0,3.0,2.0,162.0
739,Whitefield,2 BHK,805.0,2.0,2.0,35.0
740,P&T Colony,1 BHK,425.0,1.0,0.0,20.03
741,Whitefield,2 BHK,1155.0,2.0,3.0,59.95
742,Cunningham Road,4 BHK,5270.0,4.0,3.0,1250.0
743,Anekal,2 BHK,656.0,2.0,1.0,22.0
744,New Gurappana Palya,2 BHK,1100.0,2.0,0.0,48.0
745,Mahadevpura,2 BHK,1150.0,2.0,3.0,52.0
746,Chelekare,1 Bedroom,600.0,1.0,1.0,60.0
747,Ambedkar Colony,2 BHK,1468.0,2.0,1.0,140.0
748,Palanahalli,4 Bedroom,4300.0,5.0,2.0,550.0
749,Whitefield,3 BHK,2280.0,4.0,2.0,126.0
750,Hegde Nagar,2 BHK,1341.0,2.0,1.0,97.0
751,Jakkur,2 BHK,1279.0,2.0,1.0,77.0
752,Electronic City Phase II,4 BHK,2225.0,4.0,0.0,98.88
753,Thanisandra,2 BHK,1185.0,2.0,2.0,43.51
754,Vadarpalya,3 BHK,1750.0,3.0,2.0,85.0
755,Kudlu,2 BHK,1152.0,2.0,1.0,53.5
756,Shivanagar,5 Bedroom,1000.0,4.0,1.0,160.0
757,Hulimavu,2 BHK,1300.0,2.0,3.0,36.0
758,Varthur Road,4 Bedroom,2760.0,4.0,2.0,155.0
759,5th Phase JP Nagar,2 BHK,1070.0,2.0,2.0,39.0
760,Uttarahalli,2 BHK,1101.0,2.0,0.0,45.0
761,V.V Puram,2 BHK,775.0,2.0,1.0,55.0
762,Yeshwanthpur,1 BHK,667.0,1.0,1.0,36.85
763,Electronic City,2 BHK,1070.0,2.0,1.0,55.0
764,Old Airport Road,3 BHK,1875.0,2.0,2.0,110.0
765,Kundalahalli,2 BHK,735.0,2.0,1.0,57.99
766,Sarjapur,5 Bedroom,4360.0,4.0,1.0,90.0
767,Koramangala,3 BHK,1750.0,3.0,2.0,130.0
768,Marathahalli,2 BHK,1215.0,2.0,1.0,67.0
769,Sector 3 HSR Layout,9 Bedroom,600.0,9.0,3.0,190.0
770,Vishwapriya Layout,2 BHK,820.0,2.0,1.0,30.0
771,Banashankari Stage VI,2 BHK,1160.0,2.0,0.0,59.935
772,Battarahalli,3 BHK,1779.0,3.0,2.0,89.61
773,HMT Layout,2 BHK,1105.0,2.0,2.0,58.0
774,Basavanagara,1 BHK,1000.0,2.0,1.0,93.0
775,Whitefield,3 BHK,1650.0,3.0,2.0,60.0
776,Jalahalli,2 BHK,1694.0,2.0,2.0,150.0
777,Hosakerehalli,3 BHK,2376.0,3.0,1.0,203.0
778,Cox Town,3 BHK,1975.0,3.0,3.0,150.0
779,Kammasandra,2 BHK,674.0,2.0,1.0,33.0
780,Kaggadasapura,2 BHK,1185.0,2.0,1.0,41.0
781, Thanisandra,1 RK,445.0,1.0,0.0,28.0
782,Mylasandra,6 Bedroom,900.0,7.0,3.0,76.0
783,HSR Layout,3 BHK,1475.0,3.0,2.0,75.0
784,Gottigere,3 BHK,1618.0,3.0,3.0,82.5
785,Koramangala,2 BHK,1120.0,2.0,0.0,65.0
786,Marathahalli,4 BHK,2181.0,3.0,2.0,152.0
787,Vidyaranyapura,4 Bedroom,1200.0,4.0,0.0,90.0
788,Nagondanahalli,6 Bedroom,600.0,4.0,3.0,65.0
789,Bannerghatta Road,3 BHK,1556.0,2.0,1.0,59.13
790,Bannerghatta Road,2 BHK,1179.0,2.0,1.0,66.02
791,Thanisandra,2 BHK,1296.0,2.0,2.0,83.0
792,Kaggadasapura,2 BHK,1275.0,2.0,2.0,52.0
793,Kalasipalya,7 Bedroom,1875.0,2.0,2.0,300.0
794,Kathriguppe,3 BHK,1400.0,2.0,2.0,77.0
795,Gottigere,2 BHK,1222.0,2.0,1.0,63.0
796,Electronic City,2 BHK,940.0,2.0,1.0,41.0
797,Thanisandra,2 BHK,1185.0,2.0,2.0,42.6
798,Tumkur Road,3 BHK,1779.0,3.0,2.0,112.0
799,Begur Road,3 BHK,1615.0,3.0,2.0,59.76
800,JP Nagar,4 BHK,4000.0,788.0,3.0,453.0
801,Haralur Road,2 BHK,1056.0,2.0,1.0,61.0
802,7th Phase JP Nagar,2 BHK,1100.0,2.0,0.0,46.0
803,Arekere,2 BHK,920.0,2.0,1.0,40.0
804,ITI Layout,3 BHK,1602.0,2.0,0.0,75.0
805,Padmanabhanagar,2 BHK,1176.0,2.0,0.0,62.0
806,HBR Layout,4 Bedroom,675.0,3.0,1.0,59.0
807,Richmond Town,3 BHK,1352.0,3.0,0.0,135.0
808,Kasavanhalli,3 BHK,1717.0,3.0,3.0,99.0
809,4 Bedroom Farm House in Bagalur,4 Bedroom,10961.0,4.0,1.0,80.0
810,Bhoganhalli,4 BHK,2119.0,4.0,3.0,111.0
811,Vittasandra,2 BHK,1246.0,2.0,1.0,67.3
812,Anandapura,2 BHK,1141.0,2.0,1.0,42.79
813,Hennur Road,2 BHK,1157.0,2.0,1.0,84.0
814,Chandapura,2 BHK,1025.0,2.0,2.0,27.68
815,Yelahanka New Town,1 BHK,650.0,1.0,2.0,33.0
816,Hebbal,2 BHK,1349.0,2.0,1.0,98.0
817,Narayanapura,3 BHK,1566.0,3.0,1.0,83.3
818,Sahakara Nagar,4 BHK,2830.0,3.0,3.0,195.0
819,Electronic City,3 BHK,1320.0,2.0,1.0,38.13
820,manyata park,3 BHK,1780.0,3.0,1.0,84.83
821,Varthur,2 BHK,1091.0,2.0,1.0,34.9
822,Rachenahalli,4 BHK,3670.0,4.0,3.0,300.0
823,7th Phase JP Nagar,2 BHK,918.0,2.0,1.0,50.49
824,Yeshwanthpur,4 BHK,1950.0,4.0,0.0,130.0
825,Panathur,3 BHK,1695.0,3.0,1.0,90.0
826,Yelahanka,3 BHK,1705.0,3.0,2.0,95.0
827,Kalyan nagar,3 BHK,1375.0,3.0,2.0,75.0
828,Kanakpura Road,1 BHK,525.0,1.0,1.0,30.0
829,Whitefield,2 BHK,1447.0,2.0,1.0,83.0
830,Thanisandra,2 BHK,1114.0,2.0,1.0,39.0
831,7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,100.0
